ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes,Data_Referencia
571,Gabriela Ribeiro Oliveira,202471889,3B,Pedagogia,2024.2,18,6.79,70.1,1.86,118.6,8,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos | Avaliar apoio logistico ou flexibilizacao academica,2024-06-27
572,Natália Batista Ribeiro,202472097,5B,Informática,2024.2,24,4.98,73.9,1.68,51.9,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-11-27
573,Bruno Oliveira Costa,202472209,5B,Administração,2024.2,27,5.98,96.9,2.15,66.3,6,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-11-16
574,Luana Teixeira Rodrigues,202472277,1A,Informática,2024.2,20,10.0,96.5,0.67,29.3,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-07-21
575,Vitória Costa Cardoso,202472396,5A,Edificações,2024.2,28,5.97,97.9,5.04,49.6,4,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-10-11
576,Vitória Gomes Cardoso,202472489,5B,Agropecuária,2024.2,34,7.55,74.6,1.31,25.2,9,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-08-04
577,Lucas Ferreira Nascimento,202472540,1B,Agropecuária,2024.2,30,4.26,90.7,3.57,32.9,6,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-04-04
578,Aline Monteiro Mendes,202472601,4A,Redes de Computadores,2024.1,25,5.18,73.8,2.13,44.5,10,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-07
579,Maria Pereira Nascimento,202472616,2B,Eletrotécnica,2024.2,28,4.54,94.4,3.2,35.4,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-01-10
580,Thiago Rodrigues Silva,202472648,3A,Administração,2024.2,16,6.81,64.8,2.35,63.0,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-04-26
581,Ana Batista Silva,202472810,5B,Logística,2024.2,25,2.15,83.8,2.65,41.0,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-11-18
582,Marcos Rodrigues Lima,202472843,4B,Pedagogia,2024.1,32,9.61,71.2,4.4,41.3,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-12-22
583,Vinicius Costa Monteiro,202472850,2B,Eletrotécnica,2024.2,34,4.49,100.0,4.77,35.0,4,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-11-15
584,Pedro Cardoso Lima,202472854,2A,Edificações,2024.1,19,6.72,100.0,3.62,51.5,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-07-30
585,Daniel Gomes Ferreira,202472919,1B,Contabilidade,2024.2,22,6.75,100.0,1.9,39.0,3,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-12-14
586,Daniel Oliveira Monteiro,202473238,3A,Informática,2024.1,30,3.96,87.9,2.7,60.4,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-03-07
587,Ana Pereira Almeida,202473818,4A,Logística,2024.1,21,5.77,94.6,4.56,59.4,4,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-10-30
588,Leonardo Rodrigues Monteiro,202473963,4A,Contabilidade,2024.2,25,4.3,100.0,3.23,46.4,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-06-30
589,Paulo Batista Gomes,202474110,2A,Redes de Computadores,2024.1,29,9.33,78.6,3.92,44.6,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-06-06
590,Ana Batista Barbosa,202474175,1A,Logística,2024.1,30,9.3,75.6,2.2,14.6,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-21
591,Eduarda Ribeiro Cardoso,202474189,3B,Pedagogia,2024.2,25,6.5,82.7,0.83,27.5,6,0,1,MEDIO,65,Orientacao para rotina de estudos,2025-12-18
592,Gabriela Ferreira Ferreira,202474196,5A,Administração,2024.2,29,7.84,72.2,0.41,9.5,5,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-03-27
593,Carla Santos Barbosa,202474407,1B,Informática,2024.1,28,7.36,85.4,1.96,48.3,2,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-11-15
594,Jéssica Souza Ribeiro,202474427,5A,Agropecuária,2024.1,18,5.44,77.8,1.94,30.9,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-09-26
595,Pedro Pereira Rodrigues,202474440,1A,Redes de Computadores,2024.1,21,5.89,85.3,0.99,35.4,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-01-29
596,Jéssica Nascimento Ribeiro,202474617,2A,Pedagogia,2024.1,33,5.12,68.2,2.64,45.8,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-06-20
597,Henrique Araújo Pereira,202474673,2B,Contabilidade,2024.1,32,8.69,84.8,3.16,31.8,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-04-23
598,Bruno Costa Oliveira,202475038,1A,Administração,2024.1,28,8.24,81.8,1.59,24.2,4,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-10-12
599,Eduarda Silva Lima,202475054,1B,Logística,2024.2,21,8.85,94.5,0.88,44.3,1,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-02-22
600,Gabriela Ribeiro Silva,202475121,3B,Edificações,2024.2,30,5.33,85.5,1.21,5.0,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-12-21
601,Larissa Ferreira Almeida,202475127,5A,Edificações,2024.1,32,5.17,82.2,3.26,68.2,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-10-27
602,Carlos Ribeiro Teixeira,202475371,3A,Edificações,2024.2,34,5.53,78.9,2.32,39.4,10,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-05-19
603,Rafaela Mendes Almeida,202475423,5B,Contabilidade,2024.2,27,7.19,82.3,3.19,36.4,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-03-21
604,Mateus Souza Batista,202475514,3A,Enfermagem,2024.2,26,4.85,82.6,1.3,39.5,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-08-03
605,Carla Costa Pereira,202475589,1A,Administração,2024.1,21,8.43,67.0,4.25,57.2,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-09-22
606,Samuel Mendes Barbosa,202475689,3B,Informática,2024.2,33,6.4,85.1,2.2,52.0,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-11-10
607,Marina Pereira Almeida,202475841,4B,Agropecuária,2024.1,29,3.45,78.2,2.74,40.1,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-01-21
608,Isabela Batista Silva,202475865,1B,Administração,2024.2,18,5.29,66.0,3.95,48.3,2,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-08-13
609,Diego Ribeiro Gomes,202475867,2A,Pedagogia,2024.1,33,5.88,62.3,2.91,57.0,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-06-28
610,André Rodrigues Araújo,202476202,2B,Informática,2024.2,23,7.85,72.9,3.47,54.3,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-06-01
611,Patrícia Pereira Batista,202476269,1B,Redes de Computadores,2024.2,25,8.69,88.7,2.8,27.4,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-07-23
612,Lucas Costa Batista,202476278,4A,Logística,2024.2,21,7.31,100.0,2.59,50.2,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-21
613,Gustavo Pereira Monteiro,202476294,2A,Eletrotécnica,2024.2,31,6.98,84.5,1.87,41.6,4,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-09-19
614,Isabela Araújo Araújo,202476325,4B,Pedagogia,2024.1,34,7.69,58.4,2.68,28.0,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-01-15
615,Eduarda Costa Ferreira,202476361,5B,Enfermagem,2024.1,16,6.8,80.3,2.5,58.6,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-05-21
616,Maria Souza Batista,202476472,4B,Eletrotécnica,2024.1,26,7.81,86.9,1.39,10.5,9,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-08-15
617,Camila Mendes Ferreira,202476479,3B,Administração,2024.2,26,8.28,80.9,5.48,18.5,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-06-09
618,Samuel Pereira Monteiro,202476727,4B,Eletrotécnica,2024.1,31,8.69,74.8,3.09,38.0,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-09-07
619,Eduarda Nascimento Teixeira,202476872,3B,Informática,2024.1,28,6.87,99.4,2.97,11.8,9,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2024-08-18
620,Rafael Batista Mendes,202476964,1B,Administração,2024.2,28,5.45,100.0,1.86,39.6,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-07-07
621,Rafaela Nascimento Costa,202476965,2A,Pedagogia,2024.2,17,8.57,77.2,3.45,63.6,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-08-06
622,Patrícia Santos Nascimento,202477009,5B,Agropecuária,2024.2,29,7.0,98.3,2.04,54.1,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-05-25
623,Rafaela Oliveira Barbosa,202477035,3A,Informática,2024.2,30,7.12,56.7,1.73,44.7,8,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-11-29
624,Paulo Costa Rodrigues,202477303,3A,Administração,2024.1,27,8.33,97.3,1.86,52.5,10,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-07-01
625,Larissa Costa Costa,202477441,2B,Enfermagem,2024.1,30,7.72,67.7,2.77,34.9,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-03-09
626,Diego Araújo Cardoso,202477472,1A,Contabilidade,2024.1,20,9.93,97.3,3.45,12.2,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-30
627,Juliana Silva Silva,202477596,2A,Redes de Computadores,2024.2,24,7.06,83.6,3.12,39.3,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-06-29
628,Gabriela Oliveira Rodrigues,202477717,3A,Enfermagem,2024.2,17,5.29,72.3,1.52,23.0,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-02-08
629,Samuel Mendes Pereira,202477865,4B,Redes de Computadores,2024.2,34,8.87,75.3,1.68,73.0,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-07-20
630,Aline Mendes Batista,202478332,2B,Logística,2024.1,25,5.98,54.6,2.25,20.6,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-09-04
631,Marina Barbosa Batista,202478457,2B,Pedagogia,2024.2,26,5.63,76.2,1.25,14.8,2,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-11-07
632,Amanda Lima Barbosa,202478521,3A,Contabilidade,2024.1,27,7.28,74.5,3.98,13.6,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-08-29
633,Mateus Oliveira Costa,202478535,3A,Edificações,2024.1,29,3.56,70.0,2.48,37.6,4,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-11-24
634,Lucas Lima Costa,202478678,4B,Administração,2024.1,32,2.66,78.6,4.47,36.5,9,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-12-16
635,Amanda Almeida Araújo,202478856,3B,Logística,2024.2,25,8.25,90.4,1.33,30.0,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-05-15
636,Ana Barbosa Araújo,202479041,2A,Redes de Computadores,2024.2,25,5.45,90.1,3.16,28.3,3,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-02-28
637,Fernanda Teixeira Oliveira,202479348,4B,Agropecuária,2024.1,21,9.76,89.9,1.78,54.0,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-06-14
638,Henrique Batista Oliveira,202479349,3B,Informática,2024.1,18,5.18,100.0,2.5,19.9,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-01-13
639,Rafael Barbosa Lima,202479531,1A,Enfermagem,2024.1,18,5.43,62.3,0.62,48.9,3,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-11-29
640,Isabela Lima Araújo,202479716,2A,Informática,2024.2,27,8.75,77.7,3.04,17.5,3,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-03-18
641,Ana Lima Cardoso,202479721,2B,Administração,2024.1,27,9.05,64.8,5.2,35.7,3,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-02-09
642,Felipe Ribeiro Batista,202480206,3B,Redes de Computadores,2024.1,18,6.5,69.3,1.77,60.2,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-04-15
643,Rafael Lima Ribeiro,202480215,3A,Administração,2024.1,32,5.11,97.7,5.09,19.6,3,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-12-31
644,Natália Mendes Souza,202480219,2A,Redes de Computadores,2024.2,29,8.26,73.8,3.75,42.8,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-05-21
645,Diego Monteiro Nascimento,202480517,3B,Informática,2024.2,31,6.35,81.1,2.93,42.5,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-02-21
646,Marcos Rodrigues Rodrigues,202480522,2B,Enfermagem,2024.1,26,5.23,93.4,2.33,50.9,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-08-14
647,João Nascimento Gomes,202480660,4B,Edificações,2024.1,32,5.98,73.8,4.77,41.6,1,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-05-06
648,Ana Silva Cardoso,202480734,5A,Edificações,2024.2,24,5.87,100.0,0.35,39.0,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-01-09
649,Fernanda Pereira Santos,202480782,1A,Enfermagem,2024.2,26,5.16,79.3,3.18,55.1,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-11-21
650,Luana Oliveira Lima,202480922,2A,Informática,2024.2,33,8.06,89.5,3.05,30.2,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-21
651,Isabela Mendes Monteiro,202480944,4A,Contabilidade,2024.1,28,6.28,84.8,2.11,19.7,2,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-02-24
652,Natália Silva Ribeiro,202480981,1A,Eletrotécnica,2024.2,16,8.69,80.3,0.0,53.3,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-01-20
653,Vitória Araújo Barbosa,202481037,1B,Edificações,2024.2,22,3.87,76.1,1.54,44.9,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-02-16
654,Rafael Cardoso Lima,202481056,4B,Logística,2024.2,26,7.15,65.6,0.91,41.6,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-08-02
655,Thiago Nascimento Gomes,202481674,1B,Enfermagem,2024.2,29,7.58,63.6,1.64,33.6,9,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-05-29
656,Mateus Cardoso Nascimento,202481883,1B,Redes de Computadores,2024.1,31,5.86,71.4,4.69,26.2,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-06-15
657,Fernanda Mendes Rodrigues,202481891,3A,Administração,2024.1,17,10.0,92.6,3.38,20.3,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-09-17
658,Gabriela Almeida Lima,202481932,2B,Logística,2024.2,16,5.6,76.6,3.2,44.0,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-08-15
659,Bruno Almeida Souza,202482286,4B,Logística,2024.2,20,5.58,92.5,2.84,50.4,8,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-05-11
660,Marina Cardoso Oliveira,202482325,5B,Edificações,2024.2,21,6.89,88.6,2.28,38.4,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-03-10
661,Samuel Pereira Ribeiro,202482433,1A,Informática,2024.1,32,6.14,77.4,3.34,58.4,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-07-27
662,Marcos Barbosa Almeida,202482500,3A,Administração,2024.2,34,5.69,72.2,3.34,58.2,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-12-07
663,Diego Ferreira Mendes,202482521,1A,Eletrotécnica,2024.1,29,2.96,78.7,5.8,10.2,1,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-08-11
664,Patrícia Gomes Ferreira,202482578,4A,Edificações,2024.1,29,5.96,81.6,1.88,56.7,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-10-10
665,Leonardo Gomes Silva,202482669,1A,Eletrotécnica,2024.1,21,8.72,81.7,2.85,54.9,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-17
666,Bruno Barbosa Ribeiro,202482776,3B,Logística,2024.2,20,7.38,100.0,4.68,33.8,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-08-12
667,André Cardoso Ferreira,202482819,4B,Informática,2024.2,20,8.28,69.9,4.2,30.7,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-09-17
668,Beatriz Costa Ribeiro,202482851,4A,Logística,2024.2,29,7.46,82.6,0.79,14.3,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-10-07
669,Thiago Santos Souza,202483010,3B,Edificações,2024.1,24,5.3,84.8,2.16,41.3,9,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-11-21
670,Jéssica Araújo Pereira,202483254,3B,Redes de Computadores,2024.2,16,8.99,77.4,2.38,46.2,9,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2024-09-06
671,Camila Barbosa Lima,202483949,5B,Eletrotécnica,2024.1,33,6.75,94.3,2.16,33.0,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-05-24
672,Marina Lima Souza,202483952,4B,Logística,2024.1,16,8.44,77.7,0.38,73.2,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-01-23
673,Aline Lima Pereira,202483997,5B,Logística,2024.1,28,3.77,86.8,3.78,5.0,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-02-01
674,Larissa Gomes Nascimento,202484009,5A,Informática,2024.2,32,5.7,56.1,2.01,50.9,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-04-28
675,Amanda Gomes Monteiro,202484072,1A,Agropecuária,2024.1,19,5.62,83.5,4.48,24.1,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-01-07
676,Patrícia Santos Batista,202484209,2A,Contabilidade,2024.2,33,8.7,96.2,4.3,15.2,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-04-04
677,Luana Nascimento Silva,202484216,1B,Logística,2024.1,29,7.67,76.0,4.65,37.4,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-11-06
678,Henrique Araújo Rodrigues,202484621,1A,Redes de Computadores,2024.2,24,2.56,100.0,3.27,49.9,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-05-14
679,Lucas Costa Souza,202484847,1A,Redes de Computadores,2024.2,34,7.64,72.9,1.37,23.3,5,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-06-20
680,Thiago Batista Nascimento,202485072,3A,Redes de Computadores,2024.2,23,5.57,79.2,4.67,17.9,10,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-04-11
681,Felipe Ferreira Silva,202485170,4A,Administração,2024.1,17,7.87,62.8,1.02,40.7,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-10-16
682,Pedro Lima Oliveira,202485174,3B,Edificações,2024.1,32,6.09,80.3,2.85,54.5,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-10-19
683,Diego Batista Silva,202485255,2B,Redes de Computadores,2024.1,16,8.65,92.9,3.41,49.5,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-06-14
684,Thiago Mendes Mendes,202485393,2A,Logística,2024.2,30,5.11,85.5,4.27,23.1,6,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-10-23
685,Daniel Souza Cardoso,202485432,2B,Contabilidade,2024.1,20,6.16,100.0,1.54,55.5,3,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-08-16
686,Gustavo Oliveira Oliveira,202485684,4B,Eletrotécnica,2024.2,23,6.66,71.5,0.0,53.9,7,1,1,ALTO,90,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-02-07
